COUNTRY,Country,BIRTH,Place of birth,GENDER,Gender,RATE,Rate,YEAR,Year,Value
FIN,Finland,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2021,2021,8
FIN,Finland,NB,Native-born,MEN,Men,P_RATE,Participation rate,2011,2011,77.3
FIN,Finland,NB,Native-born,MEN,Men,P_RATE,Participation rate,2012,2012,76.9
FIN,Finland,NB,Native-born,MEN,Men,P_RATE,Participation rate,2013,2013,76.6
FIN,Finland,NB,Native-born,MEN,Men,P_RATE,Participation rate,2014,2014,76.7
FIN,Finland,NB,Native-born,MEN,Men,P_RATE,Participation rate,2015,2015,77.1
FIN,Finland,NB,Native-born,MEN,Men,P_RATE,Participation rate,2016,2016,77.7
FIN,Finland,NB,Native-born,MEN,Men,P_RATE,Participation rate,2017,2017,78.4
FIN,Finland,NB,Native-born,MEN,Men,P_RATE,Participation rate,2018,2018,79.5
FIN,Finland,NB,Native-born,MEN,Men,P_RATE,Participation rate,2019,2019,80
FIN,Finland,NB,Native-born,MEN,Men,P_RATE,Participation rate,2020,2020,79.2
FIN,Finland,NB,Native-born,MEN,Men,P_RATE,Participation rate,2021,2021,80
FIN,Finland,NB,Native-born,WMN,Women,N_RATE,Employment rate,2011,2011,67.9
FIN,Finland,NB,Native-born,WMN,Women,N_RATE,Employment rate,2012,2012,68.6
FIN,Finland,NB,Native-born,WMN,Women,N_RATE,Employment rate,2013,2013,68.4
FIN,Finland,NB,Native-born,WMN,Women,N_RATE,Employment rate,2014,2014,68.8
FIN,Finland,NB,Native-born,WMN,Women,N_RATE,Employment rate,2015,2015,68.7
FIN,Finland,NB,Native-born,WMN,Women,N_RATE,Employment rate,2016,2016,68.8
FIN,Finland,NB,Native-born,WMN,Women,N_RATE,Employment rate,2017,2017,69.7
FIN,Finland,NB,Native-born,WMN,Women,N_RATE,Employment rate,2018,2018,71.9
FIN,Finland,NB,Native-born,WMN,Women,N_RATE,Employment rate,2019,2019,72.9
FIN,Finland,NB,Native-born,WMN,Women,N_RATE,Employment rate,2020,2020,70.5
FIN,Finland,NB,Native-born,WMN,Women,N_RATE,Employment rate,2021,2021,73.3
FIN,Finland,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2011,2011,6.9
FIN,Finland,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2012,2012,6.8
FIN,Finland,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2013,2013,7.2
FIN,Finland,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2014,2014,7.5
FIN,Finland,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2015,2015,8.4
FIN,Finland,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2016,2016,8
FIN,Finland,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2017,2017,8
FIN,Finland,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2018,2018,6.8
FIN,Finland,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2019,2019,5.8
FIN,Finland,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2020,2020,6.9
FIN,Finland,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2021,2021,6.2
FIN,Finland,NB,Native-born,WMN,Women,P_RATE,Participation rate,2011,2011,72.9
FIN,Finland,NB,Native-born,WMN,Women,P_RATE,Participation rate,2012,2012,73.7
FIN,Finland,NB,Native-born,WMN,Women,P_RATE,Participation rate,2013,2013,73.7
FIN,Finland,NB,Native-born,WMN,Women,P_RATE,Participation rate,2014,2014,74.4
FIN,Finland,NB,Native-born,WMN,Women,P_RATE,Participation rate,2015,2015,75.1
FIN,Finland,NB,Native-born,WMN,Women,P_RATE,Participation rate,2016,2016,74.8
FIN,Finland,NB,Native-born,WMN,Women,P_RATE,Participation rate,2017,2017,75.7
FIN,Finland,NB,Native-born,WMN,Women,P_RATE,Participation rate,2018,2018,77.1
FIN,Finland,NB,Native-born,WMN,Women,P_RATE,Participation rate,2019,2019,77.4
FIN,Finland,NB,Native-born,WMN,Women,P_RATE,Participation rate,2020,2020,75.9
FIN,Finland,NB,Native-born,WMN,Women,P_RATE,Participation rate,2021,2021,78.1
FIN,Finland,NB,Native-born,TOT,Total,N_RATE,Employment rate,2011,2011,69.4
FIN,Finland,NB,Native-born,TOT,Total,N_RATE,Employment rate,2012,2012,69.6
FIN,Finland,NB,Native-born,TOT,Total,N_RATE,Employment rate,2013,2013,69.2
FIN,Finland,NB,Native-born,TOT,Total,N_RATE,Employment rate,2014,2014,69.2
FIN,Finland,NB,Native-born,TOT,Total,N_RATE,Employment rate,2015,2015,69.2
FIN,Finland,NB,Native-born,TOT,Total,N_RATE,Employment rate,2016,2016,70
FIN,Finland,NB,Native-born,TOT,Total,N_RATE,Employment rate,2017,2017,70.6
FIN,Finland,NB,Native-born,TOT,Total,N_RATE,Employment rate,2018,2018,72.8
FIN,Finland,NB,Native-born,TOT,Total,N_RATE,Employment rate,2019,2019,73.6
FIN,Finland,NB,Native-born,TOT,Total,N_RATE,Employment rate,2020,2020,71.8
FIN,Finland,NB,Native-born,TOT,Total,N_RATE,Employment rate,2021,2021,73.4
FIN,Finland,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2011,2011,7.6
FIN,Finland,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2012,2012,7.5
FIN,Finland,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2013,2013,8
FIN,Finland,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2014,2014,8.3
FIN,Finland,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2015,2015,9.1
FIN,Finland,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2016,2016,8.7
FIN,Finland,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2017,2017,8.4
FIN,Finland,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2018,2018,7.1
FIN,Finland,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2019,2019,6.5
FIN,Finland,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2020,2020,7.2
FIN,Finland,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2021,2021,7.1
FIN,Finland,NB,Native-born,TOT,Total,P_RATE,Participation rate,2011,2011,75.1
FIN,Finland,NB,Native-born,TOT,Total,P_RATE,Participation rate,2012,2012,75.3
FIN,Finland,NB,Native-born,TOT,Total,P_RATE,Participation rate,2013,2013,75.2
FIN,Finland,NB,Native-born,TOT,Total,P_RATE,Participation rate,2014,2014,75.5
FIN,Finland,NB,Native-born,TOT,Total,P_RATE,Participation rate,2015,2015,76.1
FIN,Finland,NB,Native-born,TOT,Total,P_RATE,Participation rate,2016,2016,76.7
FIN,Finland,NB,Native-born,TOT,Total,P_RATE,Participation rate,2017,2017,77.1
FIN,Finland,NB,Native-born,TOT,Total,P_RATE,Participation rate,2018,2018,78.3
FIN,Finland,NB,Native-born,TOT,Total,P_RATE,Participation rate,2019,2019,78.7
FIN,Finland,NB,Native-born,TOT,Total,P_RATE,Participation rate,2020,2020,77.6
FIN,Finland,NB,Native-born,TOT,Total,P_RATE,Participation rate,2021,2021,79.1
FRA,France,NB,Native-born,MEN,Men,N_RATE,Employment rate,2011,2011,68.4
FRA,France,NB,Native-born,MEN,Men,N_RATE,Employment rate,2012,2012,68.4
FRA,France,NB,Native-born,MEN,Men,N_RATE,Employment rate,2013,2013,68.1
FRA,France,NB,Native-born,MEN,Men,N_RATE,Employment rate,2014,2014,67.8
FRA,France,NB,Native-born,MEN,Men,N_RATE,Employment rate,2015,2015,67.7
FRA,France,NB,Native-born,MEN,Men,N_RATE,Employment rate,2016,2016,68.2
FRA,France,NB,Native-born,MEN,Men,N_RATE,Employment rate,2017,2017,68.9
FRA,France,NB,Native-born,MEN,Men,N_RATE,Employment rate,2018,2018,69.1
FRA,France,NB,Native-born,MEN,Men,N_RATE,Employment rate,2019,2019,69
FRA,France,NB,Native-born,MEN,Men,N_RATE,Employment rate,2020,2020,68.7
FRA,France,NB,Native-born,MEN,Men,N_RATE,Employment rate,2021,2021,70.2
FRA,France,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2011,2011,8.3
FRA,France,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2012,2012,8.7
FRA,France,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2013,2013,9.2
FRA,France,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2014,2014,9.8
FRA,France,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2015,2015,9.9
FRA,France,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2016,2016,9.5
FRA,France,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2017,2017,8.7
FRA,France,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2018,2018,8.4
FRA,France,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2019,2019,8
FRA,France,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2020,2020,7.5
FRA,France,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2021,2021,7.5
FRA,France,NB,Native-born,MEN,Men,P_RATE,Participation rate,2011,2011,74.5
FRA,France,NB,Native-born,MEN,Men,P_RATE,Participation rate,2012,2012,74.9
FRA,France,NB,Native-born,MEN,Men,P_RATE,Participation rate,2013,2013,75
FRA,France,NB,Native-born,MEN,Men,P_RATE,Participation rate,2014,2014,75.1
FRA,France,NB,Native-born,MEN,Men,P_RATE,Participation rate,2015,2015,75.2
FRA,France,NB,Native-born,MEN,Men,P_RATE,Participation rate,2016,2016,75.3
FRA,France,NB,Native-born,MEN,Men,P_RATE,Participation rate,2017,2017,75.5
FRA,France,NB,Native-born,MEN,Men,P_RATE,Participation rate,2018,2018,75.4
FRA,France,NB,Native-born,MEN,Men,P_RATE,Participation rate,2019,2019,75
FRA,France,NB,Native-born,MEN,Men,P_RATE,Participation rate,2020,2020,74.4
FRA,France,NB,Native-born,MEN,Men,P_RATE,Participation rate,2021,2021,75.8
FRA,France,NB,Native-born,WMN,Women,N_RATE,Employment rate,2011,2011,61.3
FRA,France,NB,Native-born,WMN,Women,N_RATE,Employment rate,2012,2012,61.7
FRA,France,NB,Native-born,WMN,Women,N_RATE,Employment rate,2013,2013,62.2
FRA,France,NB,Native-born,WMN,Women,N_RATE,Employment rate,2014,2014,62.1
FRA,France,NB,Native-born,WMN,Women,N_RATE,Employment rate,2015,2015,62.5
FRA,France,NB,Native-born,WMN,Women,N_RATE,Employment rate,2016,2016,63
FRA,France,NB,Native-born,WMN,Women,N_RATE,Employment rate,2017,2017,63.3
FRA,France,NB,Native-born,WMN,Women,N_RATE,Employment rate,2018,2018,63.9
FRA,France,NB,Native-born,WMN,Women,N_RATE,Employment rate,2019,2019,64.4
FRA,France,NB,Native-born,WMN,Women,N_RATE,Employment rate,2020,2020,65.5
FRA,France,NB,Native-born,WMN,Women,N_RATE,Employment rate,2021,2021,66.3
FRA,France,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2011,2011,8.9
FRA,France,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2012,2012,8.7
FRA,France,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2013,2013,8.9
FRA,France,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2014,2014,9.2
FRA,France,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2015,2015,9
FRA,France,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2016,2016,9
FRA,France,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2017,2017,8.5
FRA,France,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2018,2018,8.3
FRA,France,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2019,2019,7.7
FRA,France,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2020,2020,7.2
FRA,France,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2021,2021,7.1
FRA,France,NB,Native-born,WMN,Women,P_RATE,Participation rate,2011,2011,67.2
FRA,France,NB,Native-born,WMN,Women,P_RATE,Participation rate,2012,2012,67.5
FRA,France,NB,Native-born,WMN,Women,P_RATE,Participation rate,2013,2013,68.3
FRA,France,NB,Native-born,WMN,Women,P_RATE,Participation rate,2014,2014,68.4
FRA,France,NB,Native-born,WMN,Women,P_RATE,Participation rate,2015,2015,68.7
FRA,France,NB,Native-born,WMN,Women,P_RATE,Participation rate,2016,2016,69.2
FRA,France,NB,Native-born,WMN,Women,P_RATE,Participation rate,2017,2017,69.1
FRA,France,NB,Native-born,WMN,Women,P_RATE,Participation rate,2018,2018,69.7
FRA,France,NB,Native-born,WMN,Women,P_RATE,Participation rate,2019,2019,69.7
FRA,France,NB,Native-born,WMN,Women,P_RATE,Participation rate,2020,2020,70.7
FRA,France,NB,Native-born,WMN,Women,P_RATE,Participation rate,2021,2021,71.4
FRA,France,NB,Native-born,TOT,Total,N_RATE,Employment rate,2011,2011,64.8
FRA,France,NB,Native-born,TOT,Total,N_RATE,Employment rate,2012,2012,65
FRA,France,NB,Native-born,TOT,Total,N_RATE,Employment rate,2013,2013,65.1
FRA,France,NB,Native-born,TOT,Total,N_RATE,Employment rate,2014,2014,64.9
FRA,France,NB,Native-born,TOT,Total,N_RATE,Employment rate,2015,2015,65.1
FRA,France,NB,Native-born,TOT,Total,N_RATE,Employment rate,2016,2016,65.6
FRA,France,NB,Native-born,TOT,Total,N_RATE,Employment rate,2017,2017,66
FRA,France,NB,Native-born,TOT,Total,N_RATE,Employment rate,2018,2018,66.5
FRA,France,NB,Native-born,TOT,Total,N_RATE,Employment rate,2019,2019,66.6
FRA,France,NB,Native-born,TOT,Total,N_RATE,Employment rate,2020,2020,67.1
FRA,France,NB,Native-born,TOT,Total,N_RATE,Employment rate,2021,2021,68.2
FRA,France,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2011,2011,8.6
FRA,France,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2012,2012,8.7
FRA,France,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2013,2013,9.1
FRA,France,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2014,2014,9.5
FRA,France,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2015,2015,9.5
FRA,France,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2016,2016,9.2
FRA,France,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2017,2017,8.6
FRA,France,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2018,2018,8.3
FRA,France,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2019,2019,7.8
FRA,France,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2020,2020,7.4
FRA,France,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2021,2021,7.3
FRA,France,NB,Native-born,TOT,Total,P_RATE,Participation rate,2011,2011,70.8
FRA,France,NB,Native-born,TOT,Total,P_RATE,Participation rate,2012,2012,71.2
FRA,France,NB,Native-born,TOT,Total,P_RATE,Participation rate,2013,2013,71.6
FRA,France,NB,Native-born,TOT,Total,P_RATE,Participation rate,2014,2014,71.7
FRA,France,NB,Native-born,TOT,Total,P_RATE,Participation rate,2015,2015,71.9
FRA,France,NB,Native-born,TOT,Total,P_RATE,Participation rate,2016,2016,72.2
FRA,France,NB,Native-born,TOT,Total,P_RATE,Participation rate,2017,2017,72.3
FRA,France,NB,Native-born,TOT,Total,P_RATE,Participation rate,2018,2018,72.5
FRA,France,NB,Native-born,TOT,Total,P_RATE,Participation rate,2019,2019,72.3
FRA,France,NB,Native-born,TOT,Total,P_RATE,Participation rate,2020,2020,72.6
FRA,France,NB,Native-born,TOT,Total,P_RATE,Participation rate,2021,2021,73.6
DEU,Germany,NB,Native-born,MEN,Men,N_RATE,Employment rate,2011,2011,76.6
DEU,Germany,NB,Native-born,MEN,Men,N_RATE,Employment rate,2012,2012,78.1
DEU,Germany,NB,Native-born,MEN,Men,N_RATE,Employment rate,2013,2013,78.1
DEU,Germany,NB,Native-born,MEN,Men,N_RATE,Employment rate,2014,2014,78.3
DEU,Germany,NB,Native-born,MEN,Men,N_RATE,Employment rate,2015,2015,78.2
DEU,Germany,NB,Native-born,MEN,Men,N_RATE,Employment rate,2016,2016,79.2
DEU,Germany,NB,Native-born,MEN,Men,N_RATE,Employment rate,2017,2017,79.9
DEU,Germany,NB,Native-born,MEN,Men,N_RATE,Employment rate,2018,2018,80.4
DEU,Germany,NB,Native-born,MEN,Men,N_RATE,Employment rate,2019,2019,81
DEU,Germany,NB,Native-born,MEN,Men,N_RATE,Employment rate,2020,2020,78.8
DEU,Germany,NB,Native-born,MEN,Men,N_RATE,Employment rate,2021,2021,80.3
DEU,Germany,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2011,2011,5.9
DEU,Germany,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2012,2012,5.1
DEU,Germany,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2013,2013,5.1
DEU,Germany,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2014,2014,4.8
DEU,Germany,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2015,2015,4.5
DEU,Germany,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2016,2016,3.9
DEU,Germany,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2017,2017,3.5
DEU,Germany,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2018,2018,3.2
DEU,Germany,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2019,2019,2.9
DEU,Germany,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2020,2020,3.1
DEU,Germany,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2021,2021,3.2
DEU,Germany,NB,Native-born,MEN,Men,P_RATE,Participation rate,2011,2011,81.4
DEU,Germany,NB,Native-born,MEN,Men,P_RATE,Participation rate,2012,2012,82.3
DEU,Germany,NB,Native-born,MEN,Men,P_RATE,Participation rate,2013,2013,82.3
DEU,Germany,NB,Native-born,MEN,Men,P_RATE,Participation rate,2014,2014,82.3
DEU,Germany,NB,Native-born,MEN,Men,P_RATE,Participation rate,2015,2015,81.9
DEU,Germany,NB,Native-born,MEN,Men,P_RATE,Participation rate,2016,2016,82.4
DEU,Germany,NB,Native-born,MEN,Men,P_RATE,Participation rate,2017,2017,82.8
DEU,Germany,NB,Native-born,MEN,Men,P_RATE,Participation rate,2018,2018,83.1
DEU,Germany,NB,Native-born,MEN,Men,P_RATE,Participation rate,2019,2019,83.5
DEU,Germany,NB,Native-born,MEN,Men,P_RATE,Participation rate,2020,2020,81.4
DEU,Germany,NB,Native-born,MEN,Men,P_RATE,Participation rate,2021,2021,83
DEU,Germany,NB,Native-born,WMN,Women,N_RATE,Employment rate,2011,2011,69.3
DEU,Germany,NB,Native-born,WMN,Women,N_RATE,Employment rate,2012,2012,69.8
DEU,Germany,NB,Native-born,WMN,Women,N_RATE,Employment rate,2013,2013,70.8
DEU,Germany,NB,Native-born,WMN,Women,N_RATE,Employment rate,2014,2014,71.4
DEU,Germany,NB,Native-born,WMN,Women,N_RATE,Employment rate,2015,2015,72.1
DEU,Germany,NB,Native-born,WMN,Women,N_RATE,Employment rate,2016,2016,73.2
DEU,Germany,NB,Native-born,WMN,Women,N_RATE,Employment rate,2017,2017,74.1
DEU,Germany,NB,Native-born,WMN,Women,N_RATE,Employment rate,2018,2018,74.6
DEU,Germany,NB,Native-born,WMN,Women,N_RATE,Employment rate,2019,2019,75.3
DEU,Germany,NB,Native-born,WMN,Women,N_RATE,Employment rate,2020,2020,73.7
DEU,Germany,NB,Native-born,WMN,Women,N_RATE,Employment rate,2021,2021,75.2
DEU,Germany,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2011,2011,5.2
DEU,Germany,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2012,2012,4.7
DEU,Germany,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2013,2013,4.5
DEU,Germany,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2014,2014,4.2
DEU,Germany,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2015,2015,3.7
DEU,Germany,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2016,2016,3.3
DEU,Germany,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2017,2017,2.9
DEU,Germany,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2018,2018,2.5
DEU,Germany,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2019,2019,2.3
DEU,Germany,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2020,2020,2.7
DEU,Germany,NB,Native-born,WMN,Women,U_RATE,Unemployment rate,2021,2021,2.7
DEU,Germany,NB,Native-born,WMN,Women,P_RATE,Participation rate,2011,2011,73.1
DEU,Germany,NB,Native-born,WMN,Women,P_RATE,Participation rate,2012,2012,73.3
DEU,Germany,NB,Native-born,WMN,Women,P_RATE,Participation rate,2013,2013,74.2
DEU,Germany,NB,Native-born,WMN,Women,P_RATE,Participation rate,2014,2014,74.6
DEU,Germany,NB,Native-born,WMN,Women,P_RATE,Participation rate,2015,2015,74.9
DEU,Germany,NB,Native-born,WMN,Women,P_RATE,Participation rate,2016,2016,75.7
DEU,Germany,NB,Native-born,WMN,Women,P_RATE,Participation rate,2017,2017,76.3
DEU,Germany,NB,Native-born,WMN,Women,P_RATE,Participation rate,2018,2018,76.5
DEU,Germany,NB,Native-born,WMN,Women,P_RATE,Participation rate,2019,2019,77.1
DEU,Germany,NB,Native-born,WMN,Women,P_RATE,Participation rate,2020,2020,75.6
DEU,Germany,NB,Native-born,WMN,Women,P_RATE,Participation rate,2021,2021,77.3
DEU,Germany,NB,Native-born,TOT,Total,N_RATE,Employment rate,2011,2011,73
DEU,Germany,NB,Native-born,TOT,Total,N_RATE,Employment rate,2012,2012,74
DEU,Germany,NB,Native-born,TOT,Total,N_RATE,Employment rate,2013,2013,74.5
DEU,Germany,NB,Native-born,TOT,Total,N_RATE,Employment rate,2014,2014,74.9
DEU,Germany,NB,Native-born,TOT,Total,N_RATE,Employment rate,2015,2015,75.2
DEU,Germany,NB,Native-born,TOT,Total,N_RATE,Employment rate,2016,2016,76.2
DEU,Germany,NB,Native-born,TOT,Total,N_RATE,Employment rate,2017,2017,77
DEU,Germany,NB,Native-born,TOT,Total,N_RATE,Employment rate,2018,2018,77.5
DEU,Germany,NB,Native-born,TOT,Total,N_RATE,Employment rate,2019,2019,78.2
DEU,Germany,NB,Native-born,TOT,Total,N_RATE,Employment rate,2020,2020,76.3
DEU,Germany,NB,Native-born,TOT,Total,N_RATE,Employment rate,2021,2021,77.8
DEU,Germany,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2011,2011,5.6
DEU,Germany,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2012,2012,4.9
DEU,Germany,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2013,2013,4.8
DEU,Germany,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2014,2014,4.5
DEU,Germany,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2015,2015,4.1
DEU,Germany,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2016,2016,3.6
DEU,Germany,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2017,2017,3.3
DEU,Germany,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2018,2018,2.9
DEU,Germany,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2019,2019,2.6
DEU,Germany,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2020,2020,2.8
DEU,Germany,NB,Native-born,TOT,Total,U_RATE,Unemployment rate,2021,2021,3
DEU,Germany,NB,Native-born,TOT,Total,P_RATE,Participation rate,2011,2011,77.3
DEU,Germany,NB,Native-born,TOT,Total,P_RATE,Participation rate,2012,2012,77.8
DEU,Germany,NB,Native-born,TOT,Total,P_RATE,Participation rate,2013,2013,78.3
DEU,Germany,NB,Native-born,TOT,Total,P_RATE,Participation rate,2014,2014,78.5
DEU,Germany,NB,Native-born,TOT,Total,P_RATE,Participation rate,2015,2015,78.4
DEU,Germany,NB,Native-born,TOT,Total,P_RATE,Participation rate,2016,2016,79.1
DEU,Germany,NB,Native-born,TOT,Total,P_RATE,Participation rate,2017,2017,79.6
DEU,Germany,NB,Native-born,TOT,Total,P_RATE,Participation rate,2018,2018,79.9
DEU,Germany,NB,Native-born,TOT,Total,P_RATE,Participation rate,2019,2019,80.3
DEU,Germany,NB,Native-born,TOT,Total,P_RATE,Participation rate,2020,2020,78.6
DEU,Germany,NB,Native-born,TOT,Total,P_RATE,Participation rate,2021,2021,80.2
GRC,Greece,NB,Native-born,MEN,Men,N_RATE,Employment rate,2011,2011,65.5
GRC,Greece,NB,Native-born,MEN,Men,N_RATE,Employment rate,2012,2012,60.3
GRC,Greece,NB,Native-born,MEN,Men,N_RATE,Employment rate,2013,2013,58
GRC,Greece,NB,Native-born,MEN,Men,N_RATE,Employment rate,2014,2014,57.9
GRC,Greece,NB,Native-born,MEN,Men,N_RATE,Employment rate,2015,2015,59.1
GRC,Greece,NB,Native-born,MEN,Men,N_RATE,Employment rate,2016,2016,60.6
GRC,Greece,NB,Native-born,MEN,Men,N_RATE,Employment rate,2017,2017,62.6
GRC,Greece,NB,Native-born,MEN,Men,N_RATE,Employment rate,2018,2018,64.5
GRC,Greece,NB,Native-born,MEN,Men,N_RATE,Employment rate,2019,2019,65.7
GRC,Greece,NB,Native-born,MEN,Men,N_RATE,Employment rate,2020,2020,62.7
GRC,Greece,NB,Native-born,MEN,Men,N_RATE,Employment rate,2021,2021,66.2
GRC,Greece,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2011,2011,14.4
GRC,Greece,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2012,2012,20.3
GRC,Greece,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2013,2013,23.2
GRC,Greece,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2014,2014,22.6
GRC,Greece,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2015,2015,20.9
GRC,Greece,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2016,2016,19.1
GRC,Greece,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2017,2017,17.1
GRC,Greece,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2018,2018,14.8
GRC,Greece,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2019,2019,13.1
GRC,Greece,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2020,2020,13.6
GRC,Greece,NB,Native-born,MEN,Men,U_RATE,Unemployment rate,2021,2021,11.1
GRC,Greece,NB,Native-born,MEN,Men,P_RATE,Participation rate,2011,2011,76.5
GRC,Greece,NB,Native-born,MEN,Men,P_RATE,Participation rate,2012,2012,75.6
GRC,Greece,NB,Native-born,MEN,Men,P_RATE,Participation rate,2013,2013,75.6
GRC,Greece,NB,Native-born,MEN,Men,P_RATE,Participation rate,2014,2014,74.8
GRC,Greece,NB,Native-born,MEN,Men,P_RATE,Participation rate,2015,2015,74.7
GRC,Greece,NB,Native-born,MEN,Men,P_RATE,Participation rate,2016,2016,74.9
GRC,Greece,NB,Native-born,MEN,Men,P_RATE,Participation rate,2017,2017,75.5
GRC,Greece,NB,Native-born,MEN,Men,P_RATE,Participation rate,2018,2018,75.6
GRC,Greece,NB,Native-born,MEN,Men,P_RATE,Participation rate,2019,2019,75.7
GRC,Greece,NB,Native-born,MEN,Men,P_RATE,Participation rate,2020,2020,73
GRC,Greece,NB,Native-born,MEN,Men,P_RATE,Participation rate,2021,2021,74.4
GRC,Greece,NB,Native-born,WMN,Women,N_RATE,Employment rate,2011,2011,44.9
GRC,Greece,NB,Native-born,WMN,Women,N_RATE,Employment rate,2012,2012,41.8
